order_id,customer_id,order_date,status,region_code
O0159,C0148,2026-03-21 12:41:54,DELIVERED,SOUTH
O0160,C0161,2026-05-03 00:00:00,SHIPPED,NORTH
O0161,C0007,2025-09-28 15:00:40,PLACED,WEST
O0162,C0300,2025-01-23 00:08:36,PLACED,WEST
O0163,C0007,2026-01-24 11:17:35,CANCELLED,NORTH
O0164,C0470,2025-01-01 06:54:55,PLACED,SOUTH
O0165,C0200,2024-12-30 05:46:18,CANCELLED,SOUTH
O0166,C0416,2026-01-19 19:35:40,DELIVERED,WEST
O0167,C0365,2026-03-23 00:25:36,DELIVERED,SOUTH
O0168,C0159,2025-02-08 18:56:28,DELIVERED,SOUTH
O0169,C0431,2026-03-22 03:45:00,SHIPPED,EAST
O0170,C0199,2025-03-25 14:48:26,SHIPPED,SOUTH
O0171,C0487,2026-01-19 08:17:50,RETURNED,SOUTH
O0172,C0177,2026-03-27 06:24:18,CANCELLED,SOUTH
O0173,C0038,2025-11-12 20:26:57,SHIPPED,SOUTH
O0174,C0134,2024-08-26 14:07:58,RETURNED,WEST
O0175,C0391,2025-05-01 10:46:52,PLACED,NORTH
O0176,C0026,2026-05-31 09:04:58,CANCELLED,EAST
O0177,UNKNOWN,2025-12-30 17:23:54,CANCELLED,SOUTH
O0178,C0019,2024-08-16 15:46:59,PLACED,SOUTH
O0179,C0482,2025-08-22 04:31:16,SHIPPED,WEST
O0180,C0188,2025-09-05 19:38:55,PLACED,SOUTH
O0181,C0183,2024-11-06 16:02:35,CANCELLED,SOUTH
O0182,C0446,2025-12-06 09:49:13,DELIVERED,WEST
O0183,C0421,2025-06-06 00:00:00,PLACED,NORTH
O0184,C0334,2025-01-21 21:00:08,SHIPPED,SOUTH
O0185,C0325,2025-09-23 06:54:55,SHIPPED,EAST
O0186,C0328,2025-08-20 12:20:22,RETURNED,WEST
O0187,C0208,2026-08-02 08:50:45,RETURNED,NORTH
O0188,C0222,2025-01-18 23:14:15,RETURNED,NORTH
O0189,C0458,2026-07-06 21:10:46,DELIVERED,WEST
O0190,UNKNOWN,2025-04-05 03:35:01,PLACED,WEST
O0191,C0349,2024-12-18 18:24:10,PLACED,WEST
O0192,C0223,2025-02-27 05:08:23,PLACED,WEST
O0193,C0057,2024-12-15 04:05:51,SHIPPED,EAST
O0194,C0196,2026-03-09 16:10:50,SHIPPED,WEST
O0195,C0042,2025-08-30 15:42:21,PLACED,NORTH
O0196,C0339,2026-02-06 09:55:39,DELIVERED,WEST
O0197,C0222,2025-11-02 14:04:59,SHIPPED,WEST
O0198,UNKNOWN,2025-02-08 21:14:24,PLACED,SOUTH
O0199,C0366,2026-08-03 17:58:10,DELIVERED,WEST
O0200,C0145,2026-05-16 22:27:36,DELIVERED,NORTH
O0201,C0423,2026-02-25 03:48:52,RETURNED,SOUTH
O0202,C0031,2026-06-18 11:29:44,SHIPPED,WEST
O0203,C0381,2024-10-01 12:12:30,SHIPPED,EAST
O0204,C0361,2024-11-17 13:29:30,DELIVERED,SOUTH
O0205,C0163,2025-05-02 01:19:07,PLACED,WEST
O0206,C0218,2025-03-17 00:00:00,DELIVERED,EAST
O0207,C0128,2025-12-17 23:55:53,PLACED,SOUTH
O0208,C0435,2025-12-07 17:08:38,RETURNED,NORTH
O0209,C0060,2025-02-26 23:46:34,SHIPPED,WEST
O0210,C0117,2026-05-21 14:43:03,DELIVERED,NORTH
O0211,C0188,2026-03-04 05:47:34,SHIPPED,SOUTH
O0212,C0250,2025-05-29 21:07:23,CANCELLED,NORTH
O0213,C0283,2025-06-01 09:53:19,PLACED,NORTH
O0214,C0430,2024-10-24 05:57:20,RETURNED,EAST
O0215,C0049,2025-10-07 16:54:43,CANCELLED,SOUTH
O0216,C0312,2024-09-28 11:44:44,DELIVERED,WEST
O0217,UNKNOWN,2025-12-16 00:00:00,CANCELLED,NORTH
O0218,C0157,2026-05-02 08:14:47,RETURNED,SOUTH
O0219,C0169,2024-10-16 19:43:46,PLACED,SOUTH
O0220,C0043,2025-11-17 13:50:51,SHIPPED,WEST
O0221,C0380,2025-03-29 10:08:17,DELIVERED,SOUTH
O0222,UNKNOWN,2025-08-05 14:59:50,CANCELLED,SOUTH
O0223,C0269,2026-05-20 13:46:41,PLACED,NORTH
O0224,C0415,2025-02-06 10:19:24,SHIPPED,EAST
O0225,C0011,2026-05-17 10:36:06,RETURNED,EAST
O0226,C0168,2026-01-26 16:09:40,DELIVERED,EAST
O0227,C0345,2025-02-20 18:41:36,DELIVERED,WEST
O0228,C0279,2026-02-03 04:38:38,DELIVERED,WEST
O0229,C0066,2025-04-17 08:55:29,SHIPPED,NORTH
O0230,C0372,2025-08-04 00:21:59,DELIVERED,WEST
O0231,C0210,2025-09-26 20:03:11,RETURNED,SOUTH
O0232,C0351,2025-08-07 01:39:46,RETURNED,SOUTH
O0233,UNKNOWN,2024-11-08 11:20:04,CANCELLED,SOUTH
O0234,C0021,2025-03-01 02:25:06,RETURNED,WEST
O0235,C0461,2026-07-14 10:39:40,PLACED,SOUTH
O0236,C0294,2026-03-20 10:05:17,CANCELLED,NORTH
O0237,C0341,2026-04-18 16:29:10,SHIPPED,EAST
O0238,C0234,2025-07-20 03:37:17,SHIPPED,WEST
O0239,C0005,2026-04-06 13:11:39,RETURNED,SOUTH
O0240,C0390,2025-06-14 16:33:42,DELIVERED,WEST
O0241,C0074,2026-04-13 14:23:54,SHIPPED,NORTH
O0242,C0348,2024-09-10 12:52:41,CANCELLED,NORTH
O0243,C0309,2025-06-05 12:51:13,PLACED,WEST
O0244,C0357,2025-02-05 02:23:21,RETURNED,WEST
O0245,C0468,2026-01-07 10:38:40,DELIVERED,WEST
O0246,C0305,2024-08-09 23:33:30,RETURNED,EAST
O0247,C0416,2025-03-03 14:49:36,RETURNED,NORTH
O0248,C0207,2026-04-18 16:30:32,SHIPPED,SOUTH
O0249,C0473,2024-10-13 00:00:00,SHIPPED,SOUTH
O0250,C0219,2025-08-22 16:56:20,DELIVERED,NORTH
O0251,C0066,2024-09-28 03:50:16,CANCELLED,WEST
O0252,C0433,2026-01-18 14:55:08,DELIVERED,EAST
O0253,C0292,2024-08-16 11:54:28,CANCELLED,WEST
O0254,C0372,2026-01-27 06:45:31,DELIVERED,WEST
O0255,C0309,2026-04-17 03:57:20,PLACED,WEST
O0256,C0053,2026-04-30 14:03:50,SHIPPED,NORTH
O0257,C0273,2026-06-09 02:52:13,RETURNED,WEST
O0258,C0047,2025-07-14 11:12:13,RETURNED,NORTH
O0259,C0061,2025-03-08 03:57:14,CANCELLED,SOUTH
O0260,C0091,2025-09-13 09:47:40,RETURNED,NORTH
O0261,C0292,2024-10-10 16:29:28,PLACED,WEST
O0262,C0081,2024-11-07 18:50:02,DELIVERED,EAST
O0263,C0020,2025-03-25 08:25:31,SHIPPED,SOUTH
O0264,C0349,2025-05-11 20:18:11,CANCELLED,WEST
O0265,C0225,2024-10-27 02:07:12,PLACED,WEST
O0266,C0157,2025-03-19 23:03:16,CANCELLED,EAST
O0267,C0129,2026-04-16 14:46:43,CANCELLED,WEST
O0268,UNKNOWN,2026-05-19 00:58:30,SHIPPED,NORTH
O0269,C0438,2024-12-17 03:24:11,PLACED,SOUTH
O0270,C0189,2024-09-17 02:54:43,PLACED,EAST
O0271,C0054,2025-04-30 01:28:57,DELIVERED,SOUTH
O0272,C0376,2025-05-06 21:53:17,CANCELLED,WEST
O0273,C0451,2026-03-02 05:44:50,DELIVERED,EAST
O0274,C0365,2026-07-26 12:13:50,RETURNED,SOUTH
O0275,C0386,2025-06-23 09:24:32,DELIVERED,WEST
O0276,C0256,2026-05-10 21:16:04,DELIVERED,SOUTH
O0277,C0447,2026-03-06 03:26:12,RETURNED,SOUTH
O0278,C0370,2026-01-29 06:10:08,SHIPPED,EAST
O0279,C0280,2025-04-13 01:10:07,RETURNED,WEST
O0280,C0183,2026-05-18 16:31:20,DELIVERED,WEST
O0281,C0021,2024-08-12 23:28:55,SHIPPED,EAST
O0282,C0241,2025-03-12 02:38:12,SHIPPED,SOUTH
O0283,C0261,2025-12-17 09:02:21,SHIPPED,NORTH
O0284,C0266,2025-09-14 00:00:00,CANCELLED,WEST
O0285,C0186,2024-09-06 19:33:30,RETURNED,EAST
O0286,C0341,2025-09-15 17:02:05,DELIVERED,SOUTH
O0287,C0202,2025-01-12 08:01:12,CANCELLED,EAST
O0288,C0255,2025-12-19 04:42:28,SHIPPED,EAST
O0289,C0096,2024-11-19 13:27:58,PLACED,NORTH
O0290,C0383,2026-06-23 15:23:50,RETURNED,EAST
O0291,C0257,2025-08-09 00:00:00,CANCELLED,WEST
O0292,C0196,2026-07-11 17:11:06,PLACED,SOUTH
O0293,C0023,2025-07-24 23:36:42,SHIPPED,NORTH
O0294,C0466,2026-04-02 23:19:38,PLACED,EAST
O0295,C0090,2024-12-22 23:06:23,SHIPPED,EAST
O0296,C0158,2024-08-24 09:47:13,PLACED,EAST
O0297,C0289,2025-02-17 10:30:53,CANCELLED,WEST
O0298,C0069,2026-01-16 22:40:26,SHIPPED,EAST
O0299,C0395,2025-01-25 16:31:16,CANCELLED,SOUTH
O0300,C0146,2025-09-04 05:10:50,PLACED,EAST
O0301,C0212,2025-01-01 13:19:01,DELIVERED,WEST
O0302,C0026,2025-06-11 09:13:52,RETURNED,SOUTH
O0303,C0495,2025-06-26 07:28:27,PLACED,WEST
O0304,C0109,2025-06-21 17:58:17,DELIVERED,EAST
O0305,UNKNOWN,2026-04-02 08:23:54,DELIVERED,EAST
O0306,C0110,2025-11-13 11:51:08,RETURNED,WEST
O0307,C0434,2025-10-16 23:29:41,PLACED,WEST
O0308,C0095,2025-02-17 02:34:04,RETURNED,WEST
O0309,C0318,2026-06-04 07:46:06,PLACED,EAST
O0310,C0143,2025-10-10 22:55:41,SHIPPED,NORTH
O0311,C0039,2025-01-28 08:53:33,CANCELLED,NORTH
O0312,C0377,2026-07-09 13:01:55,SHIPPED,NORTH
O0313,C0003,2026-02-09 03:24:46,SHIPPED,WEST
O0314,C0273,2024-08-12 14:17:02,PLACED,SOUTH
O0315,C0414,2026-04-03 00:00:00,CANCELLED,SOUTH
O0316,C0345,2024-09-30 18:30:24,CANCELLED,NORTH
O0317,C0215,2026-05-03 11:16:06,RETURNED,EAST
O0318,C0256,2024-12-02 16:05:18,DELIVERED,NORTH
O0319,C0339,2025-01-27 22:48:14,CANCELLED,NORTH
O0320,C0090,2024-10-17 12:40:58,SHIPPED,NORTH
O0321,C0388,2026-11-02 00:00:00,SHIPPED,SOUTH
O0322,C0340,2026-05-14 12:57:30,RETURNED,NORTH
O0323,C0065,2026-06-28 23:07:52,RETURNED,NORTH
O0324,C0113,2026-04-23 03:01:56,SHIPPED,SOUTH
O0325,C0078,2026-03-14 19:23:28,PLACED,NORTH
O0326,C0404,2025-01-19 17:39:56,CANCELLED,WEST
O0327,C0146,2025-08-05 17:51:59,CANCELLED,NORTH
O0328,C0269,2025-09-06 23:36:40,RETURNED,SOUTH
O0329,UNKNOWN,2025-07-11 17:18:58,PLACED,SOUTH
O0330,C0408,2026-03-27 04:46:32,PLACED,SOUTH
O0331,C0417,2025-06-21 17:08:47,DELIVERED,EAST
O0332,C0139,2025-03-19 15:03:16,DELIVERED,EAST
O0333,C0110,2025-04-03 11:16:22,CANCELLED,NORTH
O0334,C0356,2026-05-19 13:01:06,CANCELLED,NORTH
O0335,C0331,2024-10-25 02:14:44,PLACED,NORTH
O0336,C0203,2025-09-02 15:36:57,SHIPPED,WEST
O0337,C0473,2025-11-24 00:23:12,RETURNED,NORTH
O0338,C0021,2024-09-13 08:04:49,CANCELLED,NORTH
O0339,C0334,2025-03-27 13:27:23,RETURNED,NORTH
O0340,C0341,2026-05-05 17:50:27,PLACED,WEST
O0341,C0042,2025-05-25 02:55:46,PLACED,EAST
O0342,C0337,2024-09-24 18:17:23,RETURNED,WEST
O0343,C0361,2026-03-17 01:08:45,CANCELLED,SOUTH
O0344,UNKNOWN,2025-03-05 00:00:00,PLACED,EAST
O0345,C0017,2024-11-11 19:10:06,RETURNED,WEST
O0346,C0136,2025-07-31 17:48:15,CANCELLED,EAST
O0347,C0274,2025-03-28 05:37:55,DELIVERED,EAST
O0348,C0338,2024-11-21 23:23:53,DELIVERED,SOUTH
O0349,C0051,2025-02-04 23:31:04,SHIPPED,WEST
O0350,C0145,2024-12-04 22:16:59,PLACED,SOUTH
O0351,C0034,2025-11-22 06:00:39,SHIPPED,NORTH
O0352,C0018,2025-02-22 15:15:25,SHIPPED,SOUTH
O0353,C0200,2025-04-28 07:21:40,SHIPPED,SOUTH
O0354,C0414,2024-12-02 09:00:50,PLACED,WEST
O0355,C0369,2026-07-26 13:31:26,PLACED,EAST
O0356,C0476,2025-05-26 02:30:29,PLACED,NORTH
O0357,C0113,2026-02-17 20:05:46,RETURNED,EAST
O0358,C0254,2025-04-06 16:42:34,DELIVERED,WEST
O0359,C0404,2025-12-05 20:56:10,PLACED,NORTH
O0360,C0204,2025-05-10 21:44:48,SHIPPED,NORTH
O0361,C0188,2025-07-26 04:04:09,CANCELLED,EAST
O0362,C0361,2025-12-19 03:43:00,PLACED,SOUTH
O0363,C0440,2025-07-15 19:31:19,PLACED,NORTH
O0364,C0482,2025-09-29 02:22:26,CANCELLED,EAST
O0365,C0303,2025-08-05 21:57:43,PLACED,WEST
O0366,C0348,2024-08-12 05:43:52,PLACED,SOUTH
O0367,C0108,2024-11-24 02:25:15,SHIPPED,WEST
O0368,C0461,2026-03-02 22:12:53,RETURNED,EAST
O0369,C0172,2025-07-06 09:42:36,RETURNED,NORTH
O0370,C0465,2026-05-16 14:53:33,RETURNED,NORTH
O0371,C0354,2024-10-24 21:44:47,DELIVERED,WEST
O0372,C0366,2026-07-04 00:32:05,CANCELLED,EAST
O0373,C0140,2025-03-19 16:13:32,DELIVERED,SOUTH
O0374,C0391,2024-09-30 04:25:19,DELIVERED,SOUTH
O0375,C0094,2024-08-14 23:53:20,PLACED,EAST
O0376,C0333,2024-12-13 21:59:13,PLACED,SOUTH
O0377,C0408,2024-10-10 16:36:08,PLACED,WEST
O0378,C0332,2024-09-27 19:49:07,CANCELLED,WEST
O0379,C0335,2024-11-26 06:45:23,CANCELLED,WEST
O0380,C0128,2026-07-17 02:25:03,RETURNED,EAST
O0381,C0418,2025-06-30 04:56:24,DELIVERED,NORTH
O0382,C0193,2025-10-04 12:39:10,CANCELLED,WEST
O0383,C0393,2026-05-20 11:01:31,PLACED,EAST
O0384,C0110,2025-10-26 06:04:58,SHIPPED,WEST
O0385,C0365,2025-04-10 05:10:21,RETURNED,NORTH
O0386,C0426,2025-11-02 06:01:26,RETURNED,WEST
O0387,C0252,2025-03-22 16:07:08,SHIPPED,EAST
O0388,C0286,2026-05-28 20:36:49,RETURNED,SOUTH
O0389,C0031,2026-03-15 04:39:41,PLACED,EAST
O0390,C0340,2025-06-01 04:26:11,DELIVERED,WEST
O0391,C0273,2025-02-17 09:21:35,CANCELLED,SOUTH
O0392,C0405,2026-04-26 11:02:58,PLACED,EAST
O0393,C0376,2026-07-19 23:48:12,RETURNED,WEST
O0394,C0159,2025-11-24 21:22:45,CANCELLED,SOUTH
O0395,C0396,2026-04-20 00:25:43,PLACED,SOUTH
O0396,C0171,2024-09-22 06:03:49,PLACED,NORTH
O0397,UNKNOWN,2025-01-01 02:07:22,SHIPPED,NORTH
O0398,C0220,2025-11-17 01:02:03,RETURNED,NORTH
O0399,C0268,2026-07-11 07:58:56,RETURNED,WEST
O0400,C0441,2025-03-19 15:46:21,SHIPPED,SOUTH
O0401,C0216,2025-11-05 04:13:05,CANCELLED,NORTH
O0402,UNKNOWN,2025-04-30 19:31:40,CANCELLED,SOUTH
O0403,C0161,2024-08-23 14:58:50,DELIVERED,EAST
O0404,C0373,2026-08-04 14:26:43,DELIVERED,NORTH
O0405,C0025,2024-10-24 07:53:31,CANCELLED,EAST
O0406,C0440,2025-01-21 13:51:15,RETURNED,SOUTH
O0407,C0096,2025-03-15 12:36:42,SHIPPED,EAST
O0408,C0080,2025-10-10 23:19:06,RETURNED,WEST
O0409,C0184,2026-07-09 14:38:21,CANCELLED,SOUTH
O0410,C0044,2024-09-21 06:05:21,CANCELLED,WEST
O0411,C0104,2025-08-21 04:01:02,SHIPPED,SOUTH
O0412,C0307,2024-12-23 22:02:05,RETURNED,SOUTH
O0413,C0173,2025-08-22 11:21:35,DELIVERED,WEST
O0414,C0411,2025-04-17 04:14:05,PLACED,WEST
O0415,C0361,2025-04-08 04:14:02,SHIPPED,SOUTH
O0416,C0293,2025-12-17 10:37:57,PLACED,WEST
O0417,C0300,2025-04-30 11:40:38,DELIVERED,EAST
O0418,C0383,2026-03-13 14:22:20,PLACED,WEST
O0419,C0393,2025-08-11 19:26:32,DELIVERED,NORTH
O0420,C0023,2026-06-02 23:32:38,CANCELLED,SOUTH
O0421,C0042,2024-09-29 01:32:01,SHIPPED,NORTH
O0422,C0013,2025-04-07 02:33:48,PLACED,WEST
O0423,C0077,2026-04-01 10:47:28,SHIPPED,EAST
O0424,C0038,2025-04-16 09:54:56,DELIVERED,EAST
O0425,C0338,2025-11-04 23:13:21,RETURNED,NORTH
O0426,C0469,2025-11-15 01:53:49,CANCELLED,WEST
O0427,C0489,2025-05-01 19:31:30,CANCELLED,WEST
O0428,C0410,2024-10-23 04:46:18,SHIPPED,SOUTH
O0429,C0360,2025-04-05 19:16:06,RETURNED,NORTH
O0430,C0482,2024-11-26 10:34:15,PLACED,EAST
O0431,C0234,2025-02-08 03:17:59,CANCELLED,NORTH
O0432,C0005,2026-03-07 10:41:50,DELIVERED,SOUTH
